sample_id,chi2
1,4.609756097560976
2,6.560975609756097
3,9.975609756097562
4,9.975609756097562
5,13.878048780487806
6,11.439024390243903
7,12.414634146341465
8,3.1463414634146343
9,12.902439024390246
10,13.878048780487806
11,4.609756097560976
12,20.219512195121954
13,9.487804878048783
14,13.390243902439025
15,6.560975609756097
16,13.390243902439025
17,3.6341463414634148
18,3.1463414634146343
19,8.02439024390244
20,9.975609756097562
21,10.463414634146341
22,8.51219512195122
23,6.560975609756098
24,11.439024390243905
25,13.878048780487806
26,4.121951219512195
27,8.512195121951219
28,9.487804878048781
29,12.902439024390246
30,5.585365853658537
31,6.073170731707317
32,2.658536585365854
33,9
34,3.1463414634146343
35,6.073170731707317
36,13.878048780487806
37,10.951219512195122
38,16.31707317073171
39,6.073170731707317
40,12.902439024390244
41,3.6341463414634148
42,6.560975609756098
43,9.000000000000002
44,16.317073170731707
45,11.439024390243903
46,5.585365853658537
47,8.512195121951219
48,14.853658536585366
49,8.02439024390244
50,4.121951219512195
51,13.878048780487807
52,8.024390243902438
53,5.097560975609756
54,11.926829268292684
55,16.804878048780488
56,5.585365853658537
57,5.585365853658537
58,5.585365853658537
59,5.585365853658537
60,12.902439024390246
61,6.073170731707317
62,4.609756097560976
63,9.975609756097562
64,8.02439024390244
65,27.04878048780488
66,7.536585365853659
67,9
68,9
69,8.512195121951219
70,7.048780487804878
71,7.536585365853659
72,9.975609756097562
73,7.048780487804878
74,7.048780487804879
75,20.707317073170735
76,9.975609756097562
77,11.439024390243903
78,12.902439024390246
79,10.463414634146343
80,9.487804878048781
81,9.000000000000002
82,5.097560975609756
83,9.975609756097562
84,8.02439024390244
85,2.1707317073170733
86,4.609756097560975
87,9.487804878048781
88,10.463414634146343
89,6.560975609756097
90,11.439024390243903
91,11.439024390243905
92,14.365853658536587
93,8.512195121951219
94,4.121951219512195
95,7.536585365853659
96,6.560975609756098
97,9.975609756097562
98,5.097560975609756
99,5.585365853658537
100,4.609756097560976
101,6.073170731707317
102,15.829268292682928
103,5.097560975609756
104,5.097560975609756
105,8.02439024390244
106,17.29268292682927
107,8.512195121951219
108,12.902439024390246
109,7.048780487804878
110,9.975609756097562
111,10.951219512195122
112,2.658536585365854
113,9.487804878048781
114,13.390243902439025
115,7.536585365853659
116,3.1463414634146343
117,6.560975609756098
118,3.6341463414634148
119,8.02439024390244
120,7.536585365853658
121,5.097560975609756
122,5.585365853658536
123,8.02439024390244
124,4.609756097560976
125,9.487804878048781
126,15.829268292682928
127,13.878048780487806
128,3.6341463414634148
129,5.097560975609756
130,11.439024390243903
131,8.02439024390244
132,6.560975609756098
133,5.585365853658537
134,4.121951219512195
135,4.121951219512195
136,17.292682926829272
137,9.487804878048781
138,4.609756097560976
139,24.121951219512198
140,8.51219512195122
141,8.02439024390244
142,10.463414634146341
143,7.048780487804878
144,9
145,7.048780487804878
146,7.536585365853659
147,7.048780487804879
148,8.512195121951219
149,6.073170731707317
150,6.560975609756097
151,4.121951219512195
152,17.78048780487805
153,5.585365853658536
154,15.82926829268293
155,11.926829268292684
156,15.829268292682928
157,9.487804878048781
158,11.926829268292684
159,15.341463414634147
160,5.097560975609756
161,3.1463414634146343
162,9
163,6.073170731707317
164,9
165,10.951219512195124
166,8.02439024390244
167,10.951219512195122
168,7.536585365853659
169,12.414634146341465
170,4.609756097560976
171,10.951219512195124
172,7.048780487804878
173,6.560975609756098
174,3.6341463414634148
175,3.6341463414634148
176,10.463414634146341
177,6.073170731707317
178,13.878048780487806
179,8.51219512195122
180,3.6341463414634148
181,10.951219512195122
182,6.073170731707317
183,4.609756097560976
184,20.219512195121954
185,9.487804878048781
186,9.975609756097562
187,6.073170731707317
188,15.829268292682928
189,2.658536585365854
190,7.536585365853658
191,4.121951219512195
192,6.560975609756098
193,7.536585365853659
194,6.073170731707317
195,9.487804878048781
196,8.02439024390244
197,8.02439024390244
198,7.536585365853659
199,11.926829268292684
200,4.121951219512195
201,7.536585365853659
202,9.487804878048781
203,9.975609756097562
204,9
205,6.560975609756098
206,7.048780487804878
207,15.829268292682928
208,4.609756097560975
209,9.975609756097562
210,6.560975609756098
211,5.585365853658537
212,8.512195121951219
213,13.878048780487806
214,4.121951219512195
215,4.609756097560975
216,7.048780487804878
217,5.097560975609756
218,13.878048780487806
219,14.365853658536587
220,9
221,4.121951219512195
222,10.951219512195122
223,23.634146341463417
224,7.536585365853659
225,5.585365853658536
226,5.585365853658537
227,11.439024390243903
228,4.121951219512195
229,8.02439024390244
230,6.073170731707317
231,4.121951219512195
232,9.975609756097562
233,5.097560975609756
234,11.926829268292684
235,3.1463414634146343
236,10.463414634146341
237,10.951219512195122
238,9.975609756097562
239,5.585365853658537
240,6.560975609756098
241,5.585365853658536
242,7.048780487804878
243,5.097560975609756
244,11.926829268292684
245,7.536585365853659
246,12.902439024390244
247,9
248,3.6341463414634148
249,8.02439024390244
250,3.6341463414634148
251,17.780487804878053
252,7.048780487804878
253,17.78048780487805
254,8.024390243902438
255,17.78048780487805
256,3.1463414634146343
257,5.585365853658537
258,6.073170731707317
259,9.487804878048781
260,11.926829268292684
261,16.804878048780488
262,18.26829268292683
263,6.073170731707317
264,6.073170731707317
265,8.512195121951219
266,5.097560975609756
267,12.414634146341465
268,12.414634146341465
269,19.731707317073173
270,5.585365853658537
271,5.585365853658537
272,3.6341463414634148
273,3.6341463414634148
274,12.902439024390244
275,8.51219512195122
276,9.487804878048781
277,8.02439024390244
278,8.02439024390244
279,12.902439024390246
280,4.609756097560976
281,10.951219512195122
282,7.048780487804878
283,5.097560975609756
284,18.26829268292683
285,11.926829268292684
286,7.048780487804878
287,7.048780487804879
288,10.951219512195122
289,12.902439024390246
290,11.439024390243903
291,4.609756097560975
292,19.243902439024392
293,20.21951219512195
294,3.1463414634146343
295,15.829268292682928
296,5.585365853658536
297,4.121951219512195
298,8.512195121951219
299,5.585365853658537
300,2.658536585365854
301,7.048780487804878
302,7.048780487804878
303,9.487804878048781
304,4.121951219512195
305,13.390243902439025
306,17.78048780487805
307,3.1463414634146343
308,9
309,10.951219512195122
310,11.439024390243903
311,2.658536585365854
312,9
313,12.902439024390244
314,8.512195121951219
315,14.365853658536587
316,6.560975609756098
317,10.951219512195122
318,13.878048780487806
319,7.536585365853659
320,9.487804878048781
321,5.585365853658537
322,8.02439024390244
323,14.853658536585368
324,3.1463414634146343
325,5.585365853658536
326,9.487804878048783
327,9.97560975609756
328,13.390243902439027
329,7.048780487804879
330,12.414634146341465
331,5.585365853658537
332,5.585365853658537
333,2.1707317073170733
334,9.487804878048781
335,7.048780487804879
336,6.560975609756098
337,7.536585365853659
338,11.926829268292684
339,4.121951219512195
340,9
341,7.048780487804879
342,15.341463414634148
343,11.926829268292684
344,8.02439024390244
345,6.073170731707317
346,9.487804878048781
347,4.609756097560975
348,12.902439024390244
349,8.512195121951219
350,9.487804878048781
351,5.097560975609756
352,7.536585365853659
353,4.609756097560975
354,4.609756097560976
355,10.951219512195122
356,7.048780487804878
357,15.341463414634148
358,7.048780487804878
359,5.585365853658536
360,9.487804878048781
361,5.585365853658537
362,6.073170731707317
363,3.6341463414634148
364,10.463414634146341
365,13.878048780487806
366,9.975609756097562
367,14.853658536585368
368,11.926829268292684
369,6.560975609756098
370,8.02439024390244
371,8.51219512195122
372,13.878048780487806
373,17.78048780487805
374,9.975609756097562
375,15.341463414634147
376,5.097560975609756
377,7.536585365853659
378,5.585365853658536
379,12.902439024390244
380,8.02439024390244
381,6.073170731707318
382,11.439024390243903
383,18.26829268292683
384,5.097560975609756
385,8.02439024390244
386,9.975609756097562
387,9
388,6.073170731707317
389,5.585365853658537
390,9.97560975609756
391,6.073170731707317
392,9
393,9.97560975609756
394,5.097560975609756
395,7.048780487804878
396,4.121951219512195
397,7.048780487804879
398,12.414634146341465
399,5.585365853658537
400,4.609756097560975
401,4.609756097560975
402,7.048780487804879
403,10.463414634146343
404,2.658536585365854
405,6.073170731707317
406,5.585365853658536
407,2.658536585365854
408,8.02439024390244
409,9.487804878048781
410,2.1707317073170733
411,9
412,11.439024390243903
413,5.585365853658537
414,8.51219512195122
415,9.975609756097562
416,11.926829268292684
417,15.341463414634148
418,3.1463414634146343
419,11.926829268292682
420,4.609756097560976
421,7.048780487804878
422,3.6341463414634148
423,13.878048780487806
424,7.536585365853659
425,10.951219512195124
426,7.536585365853659
427,10.951219512195122
428,7.536585365853659
429,6.560975609756098
430,17.292682926829272
